No;name;description;Bahan_Masakan;Bahan_Utama;Cara_Masak;Usia_Min;Usia_Max;Tekstur;Est_Harga;Kalori_(kkal);Protein_(g);Lemak_(g);Zat_Besi_(mg);Seng_(mg);Tag_Makanan;Potensi_Alergi;Image_URL
76;Getuk Lindri Susu (Snack MPASI);Bunda, menu **Getuk Lindri Susu (Snack MPASI)** adalah pilihan cerdas untuk fase tumbuh kembang usia 10 bulan. Dengan profil nutrisi yang kaya (2.5g protein), resep ini mendukung kenaikan berat badan yang sehat. Tekstur makanan jari sangat pas untuk stimulasi oromotorik tanpa risiko tersedak.;"- 200 gr singkong, kukus empuk

- 1 sdm gula pasir (sedikit saja)

- 1 sdm mentega

- 2 sdm susu bubuk

- Pewarna makanan alami (jus pandan/buah naga) - opsional";Singkong;"- Haluskan singkong selagi panas.

- Campur dengan gula, mentega, dan susu bubuk hingga rata dan kalis.

- Bagi adonan, beri warna jika suka.

- Giling atau cetak sesuai selera (bisa dipotong kotak kecil).

- Sajikan dengan taburan kelapa parut kukus (opsional).";10;24;Makanan Jari;6000;230;2,5;7;0,8;0,5;Penambah Berat Badan;Singkong, Susu, Mentega;recipes/getuk_lindri_susu.jpg
77;Sup Tahu Sawi Putih;Optimalkan 1000 hari pertama kehidupan si Kecil dengan **Sup Tahu Sawi Putih**. Menu ini diformulasikan khusus untuk usia 8 bulan dengan fokus pada gizi seimbang. Zat besi 1.5mg dan protein berkualitas tinggi di dalamnya membantu pembentukan sel darah merah dan imunitas yang kuat.;"- 1 kotak tahu putih kecil, potong dadu

- 2 lembar sawi putih, iris halus

- 1 butir telur puyuh, kocok lepas

- 1 siung bawang putih, geprek

- 250 ml air kaldu ayam";Tahu;"- Didihkan air kaldu dan bawang putih.

- Masukkan tahu dan sawi putih, masak hingga layu.

- Tuang kocokan telur puyuh perlahan sambil diaduk agar berserabut.

- Masak hingga matang.

- Sajikan dengan bubur.";8;24;Bubur Kasar;5000;120;8;5;1,5;1;Gizi Seimbang;Tahu, Telur Puyuh, Kaldu Ayam;recipes/sup_tahu_sawi_putih.jpg
78;Bitterballen Kentang Ayam;Sebagai asupan penambah berat badan, menu **Bitterballen Kentang Ayam** ini sangat saya rekomendasikan untuk si Kecil usia 11 bulan ke atas. Kandungan protein 10.0g dan zat besi 1.2mg di dalamnya sangat krusial untuk mencegah stunting dan mendukung perkembangan otak. Tekstur makanan jari-nya dirancang aman untuk melatih kemampuan mengunyah bayi.;"- 1 buah kentang, kukus haluskan

- 30 gr ayam rebus, suwir cincang

- 1/2 wortel, parut

- 1 sdm tepung terigu (larutkan dgn sedikit susu cair)

- 1/2 bawang bombay, cincang

- Tepung panir";Kentang, Daging Ayam;"- Tumis bawang bombay, masukkan ayam dan wortel.

- Masukkan larutan terigu susu, aduk hingga mengental.

- Masukkan kentang halus, aduk rata hingga jadi adonan bisa dibentuk.

- Ambil adonan, bulatkan, gulingkan di tepung panir.

- Goreng sebentar hingga keemasan.

- Sajikan.";11;24;Makanan Jari;12000;210;10;9;1,2;1;Penambah Berat Badan;Kentang, Daging Ayam, Susu, Tepung Gandum;recipes/bitterballen_kentang_ayam.jpg
79;Bubur Sumsum Saus Buah Naga;Bunda, menu **Bubur Sumsum Saus Buah Naga** adalah pilihan cerdas untuk fase tumbuh kembang usia 7 bulan. Dengan profil nutrisi yang kaya (3.0g protein), resep ini mendukung kenaikan berat badan yang sehat. Tekstur bubur halus sangat pas untuk stimulasi oromotorik tanpa risiko tersedak.;"- 2 sdm tepung beras

- 200 ml santan encer

- 1 lembar daun pandan

- Sejumput garam

- Saus: 1/4 buah naga merah, blender/saring";Tepung Beras;"- Campur tepung beras, santan, garam, dan pandan. Masak dengan api kecil sambil diaduk terus hingga mengental dan matang.

- Tuang bubur sumsum ke mangkuk.

- Siram dengan jus buah naga di atasnya.

- Sajikan dingin atau hangat.";7;24;Bubur Halus;6000;180;3;8;0,8;0,5;Penambah Berat Badan;Tepung Beras;recipes/bubur_sumsum_buah_naga.jpg
80;Tumis Oyong Telur Soun;Optimalkan 1000 hari pertama kehidupan si Kecil dengan **Tumis Oyong Telur Soun**. Menu ini diformulasikan khusus untuk usia 12 bulan dengan fokus pada gizi seimbang. Zat besi 1.5mg dan protein berkualitas tinggi di dalamnya membantu pembentukan sel darah merah dan imunitas yang kuat.;"- 1/2 buah oyong, kupas potong bulat

- 1 butir telur, orak-arik

- Sedikit soun, rendam air panas

- 1 siung bawang putih, iris

- 100 ml air

- Garam/Gula (opsional)";Oyong;"- Tumis bawang putih hingga harum.

- Masukkan oyong dan air, masak hingga oyong empuk.

- Masukkan soun dan telur orak-arik.

- Aduk rata, bumbui sedikit.

- Angkat dan sajikan.";12;24;Makanan Keluarga;7000;150;7;6;1,5;0,8;Gizi Seimbang;Telur;recipes/tumis_oyong_telur_soun.jpg
81;Nasi Goreng Ikan Teri;Sebagai asupan peninggi badan, menu **Nasi Goreng Ikan Teri** ini sangat saya rekomendasikan untuk si Kecil usia 12 bulan ke atas. Kandungan protein 9.0g dan zat besi 2.0mg di dalamnya sangat krusial untuk mencegah stunting dan mendukung perkembangan otak. Tekstur makanan keluarga sangat pas untuk stimulasi oromotorik tanpa risiko tersedak.;"- 1 centong nasi

- 1 sdm teri nasi (cuci bersih, goreng kering/sangrai)

- 1 butir telur

- 1 sdm sayuran campur (jagung/wortel)

- 1 siung bawang putih & merah, haluskan

- Kecap manis";Ikan Teri;"- Tumis bumbu halus hingga harum.

- Masukkan telur, buat orak-arik.

- Masukkan nasi dan sayuran, aduk rata.

- Tambahkan kecap manis dan teri nasi.

- Aduk hingga matang merata.

- Sajikan.";12;24;Makanan Keluarga;9000;260;9;8;2;1,5;Peninggi Badan;Ikan Teri, Telur, Nasi;recipes/nasi_goreng_ikan_teri.jpg
82;Smoothie Mangga Yoghurt;Bunda, menu **Smoothie Mangga Yoghurt** adalah pilihan cerdas untuk fase tumbuh kembang usia 8 bulan. Dengan profil nutrisi yang kaya (4.0g protein), resep ini mendukung kenaikan berat badan yang sehat. Tekstur cair/kental sangat pas untuk stimulasi oromotorik tanpa risiko tersedak.;"- 1/2 buah mangga harum manis

- 2 sdm plain yoghurt (khusus bayi)

- Sedikit air/es batu (opsional)";Mangga;"Kupas mangga lalu potong kecil-kecil.

Masukkan potongan mangga ke dalam blender.

Tambahkan yoghurt secukupnya.

Blender hingga halus dan lembut.

Tuang ke dalam mangkuk atau gelas saji.

Sajikan smoothies mangga yoghurt segera.
";8;24;Bubur Halus;10000;140;4;3;0,5;0,4;Gizi Seimbang;Yoghurt;recipes/smoothie_mangga_yoghurt.jpg
83;Bola-bola Nasi Tuna;Optimalkan 1000 hari pertama kehidupan si Kecil dengan **Bola-bola Nasi Tuna**. Menu ini diformulasikan khusus untuk usia 11 bulan dengan fokus pada peninggi badan. Zat besi 1.5mg dan protein berkualitas tinggi di dalamnya membantu pembentukan sel darah merah dan imunitas yang kuat.;"- 1 centong nasi hangat

- 2 sdm tuna kaleng (in water/minyak sayur) atau tuna kukus suwir

- 1 sdt wijen sangrai

- Sedikit nori (rumput laut) gunting halus";Ikan Tuna;"- Campur nasi hangat dengan tuna suwir, wijen, dan nori.

- Aduk rata.

- Bentuk bulat-bulat kecil seukuran genggaman bayi.

- Sajikan sebagai finger food.";11;24;Makanan Jari;12000;190;10;4;1,5;1;Peninggi Badan;Nasi, Ikan Tuna, Ikan Tuna;recipes/bola_nasi_tuna.jpg
84;Sup Kacang Merah Daging;Sebagai asupan peninggi badan, menu **Sup Kacang Merah Daging** ini sangat saya rekomendasikan untuk si Kecil usia 10 bulan ke atas. Kandungan protein 12.0g dan zat besi 3.5mg di dalamnya sangat krusial untuk mencegah stunting dan mendukung perkembangan otak. Tekstur potongan lembut-nya dirancang aman untuk melatih kemampuan mengunyah bayi.;"- 2 sdm kacang merah segar, rebus empuk

- 30 gr daging sapi, potong dadu kecil

- 1/2 wortel, potong dadu

- 1 batang seledri

- 1 siung bawang putih, geprek

- 300 ml air";Kacang Merah, Daging Sapi;"- Rebus daging sapi hingga empuk, buang buihnya.

- Masukkan bawang putih, kacang merah rebus, dan wortel.

- Masak hingga semua bahan matang dan lunak.

- Tambahkan seledri.

- Sajikan dengan nasi.";10;24;Nasi Lembek;15000;180;12;6;3,5;2,5;Peninggi Badan;Kacang Merah, Daging Sapi;recipes/sup_kacang_merah_daging.jpg
85;Dadar Gulung Pisang Coklat (Kulit Tanpa Telur);Bunda, menu **Dadar Gulung Pisang Coklat (Kulit Tanpa Telur)** adalah pilihan cerdas untuk fase tumbuh kembang usia 12 bulan. Dengan profil nutrisi yang kaya (3.0g protein), resep ini mendukung kenaikan berat badan yang sehat. Tekstur makanan jari sangat pas untuk stimulasi oromotorik tanpa risiko tersedak.;"- Kulit: 3 sdm terigu, 1 sdm coklat bubuk, 100 ml susu cair, 1 sdm mentega leleh.

- Isi: 2 buah pisang raja/uli, panggang sebentar dengan mentega.";Tepung Terigu;"- Campur bahan kulit, aduk rata hingga tidak bergerindil.

- Buat dadar tipis di teflon.

- Ambil selembar dadar, taruh pisang panggang, gulung.

- Potong-potong dan sajikan.";12;24;Makanan Jari;8000;220;3;8;1;0,8;Penambah Berat Badan;Tepung Gandum, Coklat, Susu;recipes/dadar_gulung_pisang_coklat.jpg
86;Kare Ayam Tahu MPASI;Optimalkan 1000 hari pertama kehidupan si Kecil dengan **Kare Ayam Tahu MPASI**. Menu ini diformulasikan khusus untuk usia 9 bulan dengan fokus pada penambah berat badan. Zat besi 1.8mg dan protein berkualitas tinggi di dalamnya membantu pembentukan sel darah merah dan imunitas yang kuat.;"- 1 potong ayam

- 1/2 tahu putih, potong dadu

- 100 ml santan encer

- Bumbu halus (bawang merah, putih, kunyit, kemiri)

- 1 lembar daun salam

- 200 ml air";Daging Ayam;"- Tumis bumbu halus dan daun salam hingga harum.

- Masukkan ayam, aduk hingga berubah warna.

- Tuang air, masak hingga ayam empuk.

- Masukkan tahu dan santan.

- Masak hingga kuah mengental dan matang.

- Suwir ayam, sajikan dengan nasi lembek.";9;24;Bubur Kasar;11000;200;11,5;9;1,8;1,2;Penambah Berat Badan;Daging Ayam, Tahu;recipes/kare_ayam_tahu_mpasi.jpg
87;Bubur Oatmeal Apel Kayu Manis;Sebagai asupan gizi seimbang, menu **Bubur Oatmeal Apel Kayu Manis** ini sangat saya rekomendasikan untuk si Kecil usia 7 bulan ke atas. Kandungan protein 4.0g dan zat besi 1.5mg di dalamnya sangat krusial untuk mencegah stunting dan mendukung perkembangan otak. Tekstur bubur halus-nya dirancang aman untuk melatih kemampuan mengunyah bayi.;"- 3 sdm oatmeal instan

- 1/2 buah apel, parut/potong kecil

- 150 ml susu/air

- Sejumput bubuk kayu manis";Oat;"- Masak oatmeal dan apel dengan susu/air hingga apel lunak dan oatmeal mengental.

- Tambahkan bubuk kayu manis, aduk rata.

- Angkat dan sajikan hangat. (Bisa diblender jika perlu).";7;24;Bubur Halus;7000;160;4;3,5;1,5;1;Gizi Seimbang;Oat, Susu;recipes/bubur_oatmeal_apel.jpg
88;Perkedel Jagung Kukus Daging;Bunda, menu **Perkedel Jagung Kukus Daging** adalah pilihan cerdas untuk fase tumbuh kembang usia 10 bulan. Dengan profil nutrisi yang kaya (9.0g protein), resep ini mendukung kenaikan berat badan yang sehat. Tekstur makanan jari sangat pas untuk stimulasi oromotorik tanpa risiko tersedak.;"- 1 buah jagung manis, pipil dan haluskan kasar

- 30 gr daging ayam giling

- 1 butir telur

- 1 batang daun bawang, iris

- 1 siung bawang putih, haluskan

- 1 sdm tepung terigu";Jagung, Daging Ayam;"- Campur semua bahan, aduk rata.

- Tuang ke dalam cetakan kecil yang sudah dioles minyak.

- Kukus selama 20 menit.

- Angkat, keluarkan dari cetakan.

- Sajikan.";10;24;Makanan Jari;9000;185;9;6;1;0,8;Penambah Berat Badan;Jagung, Daging Ayam, Telur;recipes/perkedel_jagung_kukus.jpg
89;Setup Roti Tawar Keju;Optimalkan 1000 hari pertama kehidupan si Kecil dengan **Setup Roti Tawar Keju**. Menu ini diformulasikan khusus untuk usia 10 bulan dengan fokus pada penambah berat badan. Zat besi 1.0mg dan protein berkualitas tinggi di dalamnya membantu pembentukan sel darah merah dan imunitas yang kuat.;"- 2 lembar roti tawar, potong dadu

- 200 ml susu UHT

- 1 sdm santan kental

- 1 sdm gula pasir (opsional)

- 1 lembar daun pandan

- Keju parut secukupnya";Roti Tawar;"- Rebus susu, santan, gula, dan daun pandan hingga mendidih.

- Masukkan potongan roti tawar, aduk perlahan hingga roti lembek dan menyerap kuah.

- Angkat, sajikan dengan taburan keju parut.";10;24;Bubur Kental;8000;280;10;12;1;0,8;Penambah Berat Badan;Roti, Susu, Keju;recipes/setup_roti_tawar_keju.jpg
90;Tumis Kangkung Telur Puyuh;Sebagai asupan gizi seimbang, menu **Tumis Kangkung Telur Puyuh** ini sangat saya rekomendasikan untuk si Kecil usia 12 bulan ke atas. Kandungan protein 8.0g dan zat besi 2.5mg di dalamnya sangat krusial untuk mencegah stunting dan mendukung perkembangan otak. Tekstur makanan keluarga sangat pas untuk stimulasi oromotorik tanpa risiko tersedak.;"- 1 ikat kecil kangkung, petiki daun muda

- 5 butir telur puyuh, rebus kupas

- 1 siung bawang putih, iris tipis

- 1 butir bawang merah, iris tipis

- 1/2 buah tomat, potong

- Sedikit air, garam, gula";Kangkung, Telur Puyuh;"- Tumis bawang merah dan putih hingga harum.

- Masukkan tomat dan sedikit air.

- Masukkan kangkung, masak dengan api besar sebentar hingga layu.

- Masukkan telur puyuh, bumbui sedikit.

- Angkat segera agar kangkung tetap hijau segar.";12;24;Makanan Keluarga;6000;140;8;6;2,5;1,2;Gizi Seimbang;Telur Puyuh;recipes/tumis_kangkung_telur_puyuh.jpg
91;Kentang Susu Keju Panggang;Menu tinggi kalori pengganti nasi (BB Booster).;"1 buah kentang sedang

1 butir telur bebek

150 ml susu UHT

3 blok keju belcube

Wortel

Tomat

Seledri

Minyak goreng";Kentang;"Kukus dan haluskan kentang.

Campur telur, susu, keju, dan sayuran.

Tuang ke wadah, panggang di oven 170�C selama 25 menit.";10;24;Makanan Jari;12000;236;10,3;15;1,5;0,8;Penambah Berat Badan;Telur Bebek, Susu;recipes/kentang_susu_keju_panggang.jpg
92;Perkedel Kentang Daging;Lauk padat gizi yang disukai anak.;"500 gr kentang (kukus & lumatkan)

100 gr daging sapi cincang

1 butir telur

Bawang merah

Bawang putih

Daun bawang

Kaldu sapi";Kentang;"Tumis bumbu hingga harum, campurkan ke kentang lumat.

Masukkan kuning telur dan daging.

Bentuk bulat, balur putih telur.

Goreng hingga keemasan.";11;24;Makanan Jari;15000;190;9;6,8;2,5;2,2;Peninggi Badan;Telur, Daging Sapi;recipes/perkedel_kentang_daging.jpg
93;Pancake Kentang Kabocha Kacang Merah;Snack sehat tinggi zat besi nabati.;"75 gr kentang

30 gr kabocha

10 gr kacang merah

1 butir telur ayam

Daun bawang

Seledri";Kentang;"Kukus kentang, kabocha, kacang merah hingga empuk.

Haluskan dan campur dengan telur serta daun bawang.

Panggang di teflon (1 sdm per adonan) hingga matang.";8;24;Makanan Jari;8000;192;10;7;1,8;1;Peninggi Badan;Telur, Kacang Merah;recipes/pancake_kentang_kabocha_kacang_merah.jpg
94;MPASI Sup Kentang Salmon;Sup creamy kaya Omega-3.;"100 gr kentang dadu

75 gr salmon

Wortel

Keju

Butter

Bawang merah

Bawang putih

Sereh

Daun jeruk";Kentang;"Kukus kentang, salmon, dan sayuran dengan bumbu aromatik.

Buang bumbu aromatik.

Blender halus dengan butter, keju, dan air.";6;9;Bubur Halus;18000;180;9;11;1,2;0,8;Peninggi Badan;Kentang, Ikan Salmon, Keju;recipes/mpasi_sup_kentang_salmon.jpg
95;Ayam Daun Kelor MPASI;Kombinasi superfood kelor dan ayam.;"150 gr dada ayam (haluskan)

Daun kelor

Wortel

Jagung manis

Tomat

Daun bawang

Seledri

Bawang merah

Bawang putih

Jahe";Daging Ayam;"Tumis bumbu hingga harum.

Masukkan ayam, masak hingga berubah warna.

Tambahkan air dan sayuran.

Masak hingga matang, lalu haluskan.";6;9;Bubur Halus;10000;98;11;2,6;1,5;1;Peninggi Badan;Daging Ayam, Jagung;recipes/ayam_daun_kelor_mpasi.jpg
96;Creamy Salmon Cheese;Risotto ikan yang gurih dan lembut.;"1/2 fillet salmon (suwir)

100 gr nasi lembek

120 ml susu UHT

3 keju belcube

Buncis

Bawang";Ikan Salmon;"Kukus salmon dan buncis.

Tumis bawang, masukkan salmon, susu, keju, nasi.

Masak hingga mengental/lembek.";8;12;Bubur Kental;20000;200;12;10;1,3;0,9;Penambah Berat Badan;Ikan Salmon, Susu Sapi;recipes/creamy_salmon_cheese.jpg
97;Salmon Garlic Butter Milk Rice;Nasi gurih harum mentega dan bawang.;"75�100 gr salmon

2 porsi nasi

125 ml susu

Keju

Butter/ghee

Wortel

Bawang putih";Ikan Salmon;"Tumis salmon dengan butter dan bawang putih.

Masukkan susu dan wortel.

Masukkan nasi dan keju, masak hingga susu menyusut.";9;12;Nasi Tim;18000;200;11;9,6;1,2;0,9;Penambah Berat Badan;Ikan Salmon, Susu Sapi;recipes/salmon_garlic_butter_milk_rice.jpg
98;Salmon Kentang Brokoli (Kukus);Menu simpel dan sehat.;"1 buah kentang sedang

Brokoli

Salmon (kukus dengan bumbu aromatik)";Ikan Salmon;"Kukus kentang dan brokoli.

Blender semua bahan (salmon, kentang, brokoli) dengan sedikit air.

Saring jika perlu.";7;9;Bubur Halus;15000;131;9,5;4,5;1;0,7;Peninggi Badan; Ikan Salmon;recipes/salmon_kentang_brokoli_mpasi.jpg
99;Puree Salmon Kentang Edamame;Kaya protein dan lemak sehat olive oil.;"4 dadu salmon (rendam jeruk nipis)

1/2 kentang

Edamame

Brokoli

Olive oil

Bawang putih";Ikan Salmon;"Tumis salmon dengan olive oil.

Kukus kentang, edamame, brokoli.

Blender semua bahan hingga halus.";6;9;Bubur Halus;16000;160;10;8,8;1,4;0,9;Peninggi Badan; Ikan Salmon, Edamame;recipes/puree_salmon_kentang_edamame.jpg
100;Bubur Salmon Keju Evoo;Bubur saring lengkap gizi.;"30 gr salmon

1 potong tofu

2 sdm nasi

Brokoli

Wortel

Butter

Keju

EVOO";Ikan Salmon;"Tumis bumbu dengan butter, masukkan salmon.

Tambahkan air, sayuran, tofu, dan nasi.

Masak hingga lumat, saring.

Beri topping keju dan EVOO.";6;9;Bubur Halus;14000;165;8,5;10;1,3;0,8;Penambah Berat Badan;Ikan Salmon, Tofu, Keju;recipes/bubur_salmon_mpasi.jpg
101;Bubur Oat Ayam Wortel;Menu tinggi serat dan protein, cocok untuk sarapan MPASI penambah energi.;"3 sdm oat

40 gr ayam cincang

Wortel parut

Keju

Air / kaldu";Oat;"Rebus oat hingga lembut

Masukkan ayam & wortel

Tambahkan keju, masak hingga creamy";7;12;Bubur Kental;9000;170;9;5;1,2;0,7;Gizi Seimbang;Daging Ayam, Susu;recipes/Bubur_Oat_Ayam_Wortel.jpeg
102;Pure Labu Kuning;Puree labu kuning adalah menu MPASI bergizi tinggi dan bertekstur lembut, ideal untuk bayi 6 bulan ke atas karena rasanya manis alami, kaya serat, vitamin A/C, serta membantu meningkatkan berat badan. ;"50 gr labu kuning kukus

50 ml ASI/Sufor

20 ml air hangat";Labu Kuning;"Blender labu kukus dengan susu.

Sesuaikan kekentalan dengan air.";6;8;Bubur Halus;5000;90;2;2;0,6;0,3;Penambah Berat Badan;Susu;recipes/Puree_Labu_Kuning_Susu.jpeg
103;Bubur Jagung Santan;Bubur manis gurih kaya energi untuk menambah berat badan.;"2 sdm jagung manis pipil

100 ml santan encer

2 sdm beras

200 ml air";Jagung;"Rebus beras dan jagung hingga lembut.

Masukkan santan, masak hingga mengental.

Blender untuk tekstur lebih halus.";10;12;Bubur Halus;6000;150;2,5;5;0,7;0,4;Penambah Berat Badan;Jagung, Nasi;recipes/Bubur_Jagung_Santan_Lembut.jpeg
104;Bubur Ikan Dori Bayam;Sumber protein dan zat besi yang lembut dan mudah dicerna.;"40 gr ikan dori kukus

1 genggam bayam

2 sdm nasi

200 ml air kaldu";Ikan Dori;"Rebus nasi dan kaldu sampai lunak.

Tambahkan dori dan bayam, masak sebentar.

Blender hingga lembut.";7;12;Bubur Halus;10000;120;8;3;1;0,5;Peninggi Badan;Ikan Dori, Nasi;recipes/Bubur_Ikan_Dori_Bayam.jpeg
105;Puree Apel Pir;Puree buah tinggi serat untuk pencernaan bayi.;"1/2 apel kukus

1/2 pir kukus";Apel;"Kukus apel dan pir hingga lembut.

Blender tanpa air atau tambahkan sedikit bila perlu.";6;10;Bubur Halus;7000;70;0,5;0,2;0,3;0,2;Gizi Seimbang;Tidak_ada;recipes/Puree_Apel_Pir.jpeg
106;Bubur Ayam Tomat;MPASI tinggi protein dengan rasa segar dari tomat.;"2 sdm beras

30 gr ayam cincang

1/4 tomat tanpa kulit

250 ml air";Daging Ayam, Nasi;"Masak beras dengan air hingga lembut.

Tambahkan ayam dan tomat.

Haluskan sesuai tekstur yang diinginkan.";7;12;Bubur Halus;8000;135;7;3;1;0,6;Gizi Seimbang;Daging Ayam;recipes/Bubur_Ayam_Tomat.jpeg
107;Bubur Hati Ayam Brokoli;Bubur kaya zat besi untuk mencegah anemia.;"30 gr hati ayam rebus

2 sdm nasi

3 kuntum brokoli

200 ml air";Hati Ayam;"Masak nasi dengan air hingga lembut.

Tambahkan brokoli dan hati ayam.

Blender hingga halus.";7;12;Bubur Halus;9000;150;8;4;3;1;Peninggi Badan;Hati Ayam, Nasi;recipes/Bubur_Hati_Ayam_Brokoli.jpeg
108;Bubur Kentang Wortel;Sumber karbohidrat lembut untuk energi bayi.;"1 kentang kecil

1/4 wortel

50 ml ASI/Sufor

Air secukupnya";Kentang;"Kukus kentang dan wortel hingga lembut.

Haluskan bersama susu.";6;10;Bubur Halus;5000;100;2;2;0,4;0,3;Penambah Berat Badan;Susu;recipes/Bubur_Kentang_Wortel.jpeg
109;Puree Pisang Pepaya;Buah kombinasi tinggi serat dan vitamin A.;"1/2 pisang

3 potong pepaya matang";Pisang;Blender pisang dan pepaya hingga halus.;6;12;Bubur Halus;5000;90;1;0,5;0,4;0,3;Gizi Seimbang;Tidak_ada;recipes/Puree_Pisang_Pepaya.jpeg
110;Bubur Tahu Bayam;Bubur vegetarian kaya zat besi dan protein nabati.;"1/4 kotak tahu putih

1 genggam bayam

2 sdm beras

200 ml air";Tahu, Bayam;"Rebus beras hingga lembut.

Tambahkan tahu dan bayam, masak sebentar.

Blender hingga halus.";7;12;Bubur Halus;6000;120;5;3;1;0,5;Gizi Seimbang;Tahu;recipes/Bubur_Tahu_Bayam.jpeg
